,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-01-01,25.717501000000002,26.264999,25.549999,26.174999,22.787661,36485600.0
1,2016-01-08,26.217501000000002,26.692498999999998,25.934998999999998,26.422501,23.00313,59672400.0
2,2016-01-15,26.360001,27.059998999999998,25.8375,26.26,22.86166,53210800.0
3,2016-01-22,26.450001,27.192498999999998,26.252501000000002,27.075001,23.571194000000002,55891200.0
4,2016-01-29,27.3475,28.877501000000002,27.200001,28.379998999999998,24.707307999999998,76008800.0
5,2016-02-05,28.325001,28.987499,27.852501,27.975,24.354719,61926800.0
6,2016-02-12,28.030001000000002,28.695,27.65,28.5825,24.883602,44720400.0
7,2016-02-19,28.625,29.245001000000002,28.4,28.959999,25.212252,55310800.0
8,2016-02-26,28.825001,28.952499,27.334999,27.905001000000002,24.477171,54852400.0
9,2016-03-04,27.8025,29.2425,27.6625,28.922501,25.369684,42231600.0
10,2016-03-11,29.07,29.637501,28.610001,29.5825,25.948605999999998,37384000.0
11,2016-03-18,29.684998999999998,29.719998999999998,29.105,29.620001000000002,25.981504,50415600.0
12,2016-03-25,29.5875,29.842501000000002,29.295,29.584999,25.950794000000002,24279200.0
13,2016-04-01,29.522499,29.795,28.895,29.047501,25.479322,34280000.0
14,2016-04-08,28.997498999999998,29.407498999999998,28.75,29.0375,25.470554,25143600.0
15,2016-04-15,29.125,29.6,28.110001,28.227501,24.760054,35253200.0
16,2016-04-22,28.362499,29.504998999999998,28.309998999999998,29.1175,25.540726,38253200.0
17,2016-04-29,29.0525,30.110001,28.7875,29.7125,26.062634,37368000.0
18,2016-05-06,29.764999,30.3475,29.375,30.2875,26.567001,29146800.0
19,2016-05-13,30.227501,30.377501000000002,29.125,29.602501,25.966146,37145200.0
20,2016-05-20,29.65,30.0175,29.467501000000002,29.955,26.275349,31685600.0
21,2016-05-27,29.975,30.217501000000002,29.674999,29.952499,26.466484,29864800.0
22,2016-06-03,30.2125,31.035,30.16,30.995001000000002,27.387657,33092000.0
23,2016-06-10,30.98,31.2675,30.719998999999998,31.2125,27.57984,30711200.0
24,2016-06-17,31.2575,31.307501000000002,30.7425,30.952499,27.350103000000004,36629600.0
25,2016-06-24,30.532498999999998,32.607498,30.3125,32.599998,28.805857,62282000.0
26,2016-07-01,32.817501,32.994999,31.9925,32.0825,28.348589,34112000.0
27,2016-07-08,32.022498999999996,32.497501,31.635,31.809998999999998,28.107801000000002,40751200.0
28,2016-07-15,31.885,32.1675,31.5975,32.064999,28.33312,33234400.0
29,2016-07-22,32.002499,32.537498,31.387501,31.855,28.147564000000003,36033200.0
30,2016-07-29,31.817498999999998,32.202498999999996,31.709999,31.862499,28.154194,53566400.0
31,2016-08-05,31.695,31.790001,31.327499,31.754998999999998,28.059206,32538400.0
32,2016-08-12,31.825001,31.9275,30.752501000000002,31.74,28.045948,35867600.0
33,2016-08-19,31.639999,31.639999,30.865,31.127501000000002,27.504735999999998,30774000.0
34,2016-08-26,30.985001,31.2325,30.055,30.25,26.729364,39398000.0
35,2016-09-02,30.502501000000002,31.74,30.327499,31.344998999999998,27.891810999999997,35946000.0
36,2016-09-09,31.0875,31.137501,30.1625,30.682501000000002,27.302298999999998,41618400.0
37,2016-09-16,30.5625,32.217499,30.43,32.0075,28.481331,40768800.0
38,2016-09-23,31.389999,32.147498999999996,30.684998999999998,30.924999,27.518079999999998,43100400.0
39,2016-09-30,31.075001,31.219998999999998,29.379998999999998,29.5075,26.256744,47482400.0
40,2016-10-07,29.9725,31.2925,29.9175,31.157498999999998,27.724968,51040000.0
41,2016-10-14,31.0875,31.4025,30.905001000000002,31.032498999999998,27.613737,28984800.0
42,2016-10-21,30.8825,31.629998999999998,30.7225,31.280001000000002,27.833977,27336000.0
43,2016-10-28,31.3325,32.115002000000004,30.547501,30.959999,27.549228999999997,59830000.0
44,2016-11-04,31.1075,31.3575,28.0875,28.764999,25.596042999999998,86650400.0
45,2016-11-11,28.639999,28.9,27.622498999999998,28.695,25.533754000000002,87258000.0
46,2016-11-18,28.9125,28.9125,28.182501000000002,28.355,25.231209,41181200.0
47,2016-11-25,28.48,29.6325,28.157498999999998,28.237499,25.31929,61295600.0
48,2016-12-02,28.424999,29.424999,28.295,29.217501000000002,26.198013,50176000.0
49,2016-12-09,29.247498999999998,30.1075,28.7125,29.2575,26.233883000000002,59593200.0
50,2016-12-16,29.309998999999998,29.975,29.280001000000002,29.725,26.653065,38081600.0
51,2016-12-23,29.7225,30.065001000000002,29.6175,30.045,26.939999,15453200.0
52,2016-12-30,30.0525,30.1875,29.4375,29.75,26.67548,26494000.0
53,2017-01-06,29.602501,29.9825,29.3325,29.875,26.787563000000002,33378000.0
54,2017-01-13,29.825001,30.2425,29.469998999999998,29.82,26.738249,23249200.0
55,2017-01-20,29.870001000000002,29.98,29.477501,29.6875,26.619444,31459600.0
56,2017-01-27,29.99,31.077499,29.8325,30.865,27.675251,45826000.0
57,2017-02-03,30.975,31.605,30.8825,31.1625,27.942007,33699200.0
58,2017-02-10,31.125,31.5525,31.0625,31.547501,28.287218,26866400.0
59,2017-02-17,31.672501,32.412498,31.49,32.2925,28.955227,31808800.0
60,2017-02-24,32.212502,32.91,32.125,32.735001000000004,29.351992,41791200.0
